Question ID,Image File,Correct Answer
nv_seq_704,Q38_Trans_4.png,E
nv_seq_705,Q38_Trans_5.png,D
nv_seq_706,Q38_Trans_6.png,B
nv_seq_707,Q38_Trans_7.png,B
nv_seq_708,Q38_Trans_8.png,E
nv_seq_709,Q38_Trans_9.png,C
nv_seq_710,Q38_Trans_10.png,E
nv_seq_711,Q38_Trans_11.png,B
nv_seq_712,Q38_Trans_12.png,A
nv_seq_713,Q38_Trans_13.png,B
nv_seq_714,Q38_Trans_14.png,A
nv_seq_715,Q38_Trans_15.png,D
nv_seq_716,Q38_Trans_16.png,D
nv_seq_717,Q38_Trans_17.png,E
nv_seq_718,Q38_Trans_18.png,B
nv_seq_719,Q38_Trans_19.png,B
nv_seq_720,Q38_Trans_20.png,E
nv_seq_721,Q38_Trans_21.png,B
nv_seq_722,Q38_Trans_22.png,A
nv_seq_723,Q38_Trans_23.png,C
nv_seq_724,Q38_Trans_24.png,E
nv_seq_725,Q38_Trans_25.png,A
nv_seq_726,Q38_Trans_26.png,B
nv_seq_727,Q38_Trans_27.png,E
nv_seq_728,Q38_Trans_28.png,C
nv_seq_729,Q38_Trans_29.png,A
nv_seq_730,Q38_Trans_30.png,C
nv_seq_731,Q38_Trans_31.png,A
nv_seq_732,Q38_Trans_32.png,B
nv_seq_733,Q38_Trans_33.png,C
nv_seq_734,Q38_Trans_34.png,C
nv_seq_735,Q38_Trans_35.png,A
nv_seq_736,Q38_Trans_36.png,C
nv_seq_737,Q38_Trans_37.png,A
nv_seq_738,Q38_Trans_38.png,E
nv_seq_739,Q38_Trans_39.png,A
nv_seq_740,Q38_Trans_40.png,E
nv_seq_741,Q38_Trans_41.png,C
nv_seq_742,Q38_Trans_42.png,D
nv_seq_743,Q38_Trans_43.png,A
nv_seq_744,Q38_Trans_44.png,C
nv_seq_745,Q38_Trans_45.png,C
nv_seq_746,Q38_Trans_46.png,E
nv_seq_747,Q38_Trans_47.png,E
nv_seq_748,Q38_Trans_48.png,D
nv_seq_749,Q38_Trans_49.png,C
nv_seq_750,Q38_Trans_50.png,C
